uid,project_name,agency,ministry,sector,state,original_cost,latest_cost,physical_progress,report_month,slip_prob,slip_months_pred,cost_prob,cost_q50_pred,cost_q90_pred,risk_score,risk_tier,alert_type,risk_score_delta
618544,"4L twin tube tunnel including approaches from Digdol to Khuni Nallah North Bound connecting with existing major bridge on NB and South Bound connecting with Tunnel T4 ,Single tube tunnel of Ramban to Banihal Pkg-II of Old NH-1A New NH-44",NHAI,Ministry of Road Transport & Highways,Roads & Highways,Jammu and Kashmir,1401.87,1020.99,87.1,2026-07,0.9853634308472685,14.0333320907734,0.9834793362162544,30.56622628140786,30.59649165916699,98.44213835317615,Red,,0.02541847874780956
618902,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,662.44,1311.22,90.07,2026-07,0.9817051082577786,12.489380479607279,0.9808812635330667,30.33858718861447,91.82775006639385,98.12931858954227,Red,,0.04450392132241632
619087,Widening to 6L of Existing 4L Jetpur - Gondal - Rajkot Section from Km. 117.600 to Km. 185.00 on NH-27,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,2070.44,1390.29,76.83,2026-07,0.9820665016703548,9.696356089970175,0.9800168658583667,31.197422951463242,37.150077671657655,98.10416837643608,Red,,2.7701543557707993
619003,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,881.74,1519.53,90.11,2026-07,0.9735758217302413,11.082638490610426,0.9871552286223957,10.71588862935465,23.21628909004862,98.03655251763185,Red,,0.29895101918869216
619152,Bakhtiyarpur Km 153.300 to Mokama Km 197.900,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,1898.84,1898.84,99.95,2026-07,0.9686805565074056,11.510604855233538,0.9902745398794283,23.58617697687354,59.88304417756595,97.9477548193417,Red,,1.2579621496723945
618955,2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,638.29,1067.51,99.8,2026-07,0.9562952379141323,14.489593244075454,0.9925339377083409,38.79992695217683,87.43487452560063,97.44145878112366,Red,,0.8143455631694536
619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",1641.66,1904.79,90.01,2026-07,0.9852882147883915,10.444133432613308,0.959334455415872,8.54306099888846,25.228536452968644,97.23113351021317,Red,,1.0495772835373884
619153,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,1002.11,1363.04,68.65,2026-07,0.9691981233284686,10.870998306614846,0.9738694849292365,16.507052693196528,19.009029507619456,97.15338041288526,Red,,-0.5449406208113601
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,1703.48,2648.8,64.2,2026-07,0.9510905163584187,9.564150539209344,0.9918742513904286,14.442122117023654,33.6625686794339,97.14823838744236,Red,,-0.19779543540636269
618903,Maheshkunt -Saharsa-Purnea Pkg II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,1245.33,1244.09,94.0,2026-07,0.9470123762610089,10.25714417935193,0.9932591453770016,36.99670912910321,88.4547146386001,97.01357608190052,Red,,0.9968234434118841
